state,date,total_cases,deaths
RR,2021-02-01,74367,857
RS,2021-02-01,548062,10715
SC,2021-02-01,578550,6363
SE,2021-02-01,138187,2786
SP,2021-02-01,1779722,53090
TO,2021-02-01,102790,1391
TOTAL,2021-02-01,9235785,225191
AC,2021-02-02,49049,876
AL,2021-02-02,118741,2763
AM,2021-02-02,271177,8414
AP,2021-02-02,77729,1066
BA,2021-02-02,592770,10176
CE,2021-02-02,376628,10510
DF,2021-02-02,278316,4573
ES,2021-02-02,296641,5913
GO,2021-02-02,354629,7549
MA,2021-02-02,208198,4719
MG,2021-02-02,740972,15126
MS,2021-02-02,163003,2958
MT,2021-02-02,218475,5098
PA,2021-02-02,333052,7685
PB,2021-02-02,193465,4082
PE,2021-02-02,263722,10387
PI,2021-02-02,160252,3087
PR,2021-02-02,556304,10141
RJ,2021-02-02,526276,30004
RN,2021-02-02,142663,3331
RO,2021-02-02,126766,2281
RR,2021-02-02,74705,871
RS,2021-02-02,551317,10778
SC,2021-02-02,581352,6416
SE,2021-02-02,138611,2794
SP,2021-02-02,1794019,53455
TO,2021-02-02,103215,1397
TOTAL,2021-02-02,9292047,226450
AC,2021-02-03,49547,879
AL,2021-02-03,119088,2771
AM,2021-02-03,273862,8564
AP,2021-02-03,77989,1069
BA,2021-02-03,596140,10216
CE,2021-02-03,378191,10556
DF,2021-02-03,278972,4582
ES,2021-02-03,297761,5930
GO,2021-02-03,356274,7599
MA,2021-02-03,208724,4730
MG,2021-02-03,746919,15315
MS,2021-02-03,163692,2972
MT,2021-02-03,220597,5130
PA,2021-02-03,334704,7695
PB,2021-02-03,194519,4096
PE,2021-02-03,265349,10399
PI,2021-02-03,160948,3092
PR,2021-02-03,558770,10190
RJ,2021-02-03,529525,30172
RN,2021-02-03,143466,3339
RO,2021-02-03,127713,2293
RR,2021-02-03,74960,880
RS,2021-02-03,554353,10826
SC,2021-02-03,584537,6445
SE,2021-02-03,139223,2801
SP,2021-02-03,1807009,53704
TO,2021-02-03,103616,1402
TOTAL,2021-02-03,9346448,227647
AC,2021-02-04,49944,882
AL,2021-02-04,119458,2780
AM,2021-02-04,276551,8716
AP,2021-02-04,78213,1070
BA,2021-02-04,599435,10255
CE,2021-02-04,379553,10577
DF,2021-02-04,279402,4591
ES,2021-02-04,299224,5952
GO,2021-02-04,358350,7653
MA,2021-02-04,209085,4742
MG,2021-02-04,756971,15499
MS,2021-02-04,164314,2983
MT,2021-02-04,221792,5153
PA,2021-02-04,336453,7717
PB,2021-02-04,195482,4110
PE,2021-02-04,266999,10430
PI,2021-02-04,161336,3112
PR,2021-02-04,562057,10248
RJ,2021-02-04,532377,30354
RN,2021-02-04,143466,3339
RO,2021-02-04,128743,2314
RR,2021-02-04,75288,886
RS,2021-02-04,557125,10881
SC,2021-02-04,587428,6466
SE,2021-02-04,139611,2809
SP,2021-02-04,1820941,53997
TO,2021-02-04,103950,1407
TOTAL,2021-02-04,9403548,228923
AC,2021-02-05,50122,884
AL,2021-02-05,120028,2788
AM,2021-02-05,278789,8815
AP,2021-02-05,78423,1074
BA,2021-02-05,602792,10294
CE,2021-02-05,380993,10603
DF,2021-02-05,280026,4600
ES,2021-02-05,300729,5977
GO,2021-02-05,360566,7685
MA,2021-02-05,209331,4754
MG,2021-02-05,762412,15667
MS,2021-02-05,165141,2999
MT,2021-02-05,223145,5179
PA,2021-02-05,338047,7762
PB,2021-02-05,196542,4123
PE,2021-02-05,268486,10452
PI,2021-02-05,162148,3120
PR,2021-02-05,564903,10317
RJ,2021-02-05,535134,30545
RN,2021-02-05,143519,3339
RO,2021-02-05,129902,2326
RR,2021-02-05,75492,896
RS,2021-02-05,560540,10929
SC,2021-02-05,590449,6490
SE,2021-02-05,140005,2818
SP,2021-02-05,1833163,54324
TO,2021-02-05,104402,1414
TOTAL,2021-02-05,9455229,230174
AC,2021-02-06,50454,886
AL,2021-02-06,120455,2797
AM,2021-02-06,281754,8934
AP,2021-02-06,78646,1079
BA,2021-02-06,606062,10334
CE,2021-02-06,382597,10612
DF,2021-02-06,280599,4608
ES,2021-02-06,301861,5986
GO,2021-02-06,360776,7707
MA,2021-02-06,209604,4765
MG,2021-02-06,767061,15807
MS,2021-02-06,165553,3012
MT,2021-02-06,223770,5201
PA,2021-02-06,338670,7807
PB,2021-02-06,197460,4135
PE,2021-02-06,269937,10481
PI,2021-02-06,162405,3127
PR,2021-02-06,568350,10377
RJ,2021-02-06,537824,30596
RN,2021-02-06,144407,3339
RO,2021-02-06,130753,2341
RR,2021-02-06,75712,896
RS,2021-02-06,563706,10984
SC,2021-02-06,593172,6510
SE,2021-02-06,140272,2826
SP,2021-02-06,1845086,54545
TO,2021-02-06,104592,1419
TOTAL,2021-02-06,9501538,231111
AC,2021-02-07,50546,888
AL,2021-02-07,120694,2805
AM,2021-02-07,282739,9003
AP,2021-02-07,78799,1079
BA,2021-02-07,607946,10373
CE,2021-02-07,382597,10612
DF,2021-02-07,281002,4618
ES,2021-02-07,302854,5995
GO,2021-02-07,360873,7708
MA,2021-02-07,209778,4775
MG,2021-02-07,774111,15930
MS,2021-02-07,165903,3024
MT,2021-02-07,224185,5223
PA,2021-02-07,339273,7824
PB,2021-02-07,198124,4146
PE,2021-02-07,270801,10494
PI,2021-02-07,162637,3131
PR,2021-02-07,569911,10388
RJ,2021-02-07,537986,30597
RN,2021-02-07,146291,3359
RO,2021-02-07,131172,2346
RR,2021-02-07,75820,896
RS,2021-02-07,564216,10995
SC,2021-02-07,594747,6524
SE,2021-02-07,140623,2827
SP,2021-02-07,1849334,54614
TO,2021-02-07,104737,1425
TOTAL,2021-02-07,9527699,231599
AC,2021-02-08,50694,893
AL,2021-02-08,121145,2814
AM,2021-02-08,283658,9116
AP,2021-02-08,78990,1083
BA,2021-02-08,609755,10412
CE,2021-02-08,384819,10619
DF,2021-02-08,281546,4631
ES,2021-02-08,303740,6019
GO,2021-02-08,362898,7725
MA,2021-02-08,210017,4787
MG,2021-02-08,776215,15967
MS,2021-02-08,166940,3053
MT,2021-02-08,225927,5248
PA,2021-02-08,341050,7854
PB,2021-02-08,198735,4158
PE,2021-02-08,271542,10508
PI,2021-02-08,163087,3139
PR,2021-02-08,571355,10432
RJ,2021-02-08,540087,30700
RN,2021-02-08,146782,3384
RO,2021-02-08,132167,2369
RR,2021-02-08,76043,896
RS,2021-02-08,564709,11028
SC,2021-02-08,595952,6557
SE,2021-02-08,141464,2834
SP,2021-02-08,1851776,54663
TO,2021-02-08,105184,1430
TOTAL,2021-02-08,9556277,232319
AC,2021-02-09,51269,900
AL,2021-02-09,121603,2822
AM,2021-02-09,285100,9285
AP,2021-02-09,79274,1086
BA,2021-02-09,613339,10452
CE,2021-02-09,387084,10652
DF,2021-02-09,282071,4641
ES,2021-02-09,304859,6043
GO,2021-02-09,365244,7767
MA,2021-02-09,210539,4798
MG,2021-02-09,780187,15990
MS,2021-02-09,167786,3070
MT,2021-02-09,226825,5268
PA,2021-02-09,342482,7864
PB,2021-02-09,199706,4171
PE,2021-02-09,273278,10546
PI,2021-02-09,163497,3149
PR,2021-02-09,575284,10548
RJ,2021-02-09,541096,30792
RN,2021-02-09,147739,3392
RO,2021-02-09,133113,2391
RR,2021-02-09,76327,924
RS,2021-02-09,568416,11115
SC,2021-02-09,598737,6601
SE,2021-02-09,142073,2842
SP,2021-02-09,1864977,55087
TO,2021-02-09,105577,1437
TOTAL,2021-02-09,9607482,233633
AC,2021-02-10,51679,902
AL,2021-02-10,122025,2831
AM,2021-02-10,287844,9452
AP,2021-02-10,79504,1089
BA,2021-02-10,616789,10496
CE,2021-02-10,388049,10670
DF,2021-02-10,282649,4649
ES,2021-02-10,306429,6069
GO,2021-02-10,367415,7821
MA,2021-02-10,211053,4810
MG,2021-02-10,786653,16233
MS,2021-02-10,168608,3090
MT,2021-02-10,228005,5295
PA,2021-02-10,344363,7874
PB,2021-02-10,200846,4182
PE,2021-02-10,274809,10577
PI,2021-02-10,164162,3156
PR,2021-02-10,577734,10570
RJ,2021-02-10,547081,30950
RN,2021-02-10,148714,3401
RO,2021-02-10,133983,2433
RR,2021-02-10,76636,937
RS,2021-02-10,574012,11169
SC,2021-02-10,601833,6626
SE,2021-02-10,142901,2849
SP,2021-02-10,1878802,55419
TO,2021-02-10,105998,1444
TOTAL,2021-02-10,9668576,234994
AC,2021-02-11,52172,907
AL,2021-02-11,122491,2839
AM,2021-02-11,290049,9619
AP,2021-02-11,79835,1093
BA,2021-02-11,620042,10543
CE,2021-02-11,390857,10741
DF,2021-02-11,283194,4660
ES,2021-02-11,307963,6093
GO,2021-02-11,369203,7901
MA,2021-02-11,211644,4821
MG,2021-02-11,793157,16405
MS,2021-02-11,169308,3100
MT,2021-02-11,229172,5313
PA,2021-02-11,346146,7924
PB,2021-02-11,201976,4198
PE,2021-02-11,276452,10597
PI,2021-02-11,164858,3166
PR,2021-02-11,581195,10614
RJ,2021-02-11,549114,31134
RN,2021-02-11,149285,3412
RO,2021-02-11,134697,2455
RR,2021-02-11,76973,962
RS,2021-02-11,577345,11244
SC,2021-02-11,605183,6650
SE,2021-02-11,143400,2855
SP,2021-02-11,1889969,55742
TO,2021-02-11,106494,1447
TOTAL,2021-02-11,9722174,236435
AC,2021-02-12,52548,910
AL,2021-02-12,122999,2848
AM,2021-02-12,292494,9753
AP,2021-02-12,80191,1098
BA,2021-02-12,623678,10610
CE,2021-02-12,390857,10741
DF,2021-02-12,283706,4671
ES,2021-02-12,309399,6116
GO,2021-02-12,370773,7955
MA,2021-02-12,212203,4831
MG,2021-02-12,798711,16595
MS,2021-02-12,170126,3115
MT,2021-02-12,230522,5336
PA,2021-02-12,347500,7984
PB,2021-02-12,203113,4213
PE,2021-02-12,277832,10621
PI,2021-02-12,165319,3175
PR,2021-02-12,583786,10661
RJ,2021-02-12,551882,31283
RN,2021-02-12,149285,3412
RO,2021-02-12,135535,2482
RR,2021-02-12,77201,976
RS,2021-02-12,580518,11300
SC,2021-02-12,608544,6686
SE,2021-02-12,143837,2861
SP,2021-02-12,1901574,55971
TO,2021-02-12,106974,1451
TOTAL,2021-02-12,9771107,237655
AC,2021-02-13,52920,917
AL,2021-02-13,123625,2856
AM,2021-02-13,294322,9819
AP,2021-02-13,80374,1102
BA,2021-02-13,627265,10674
CE,2021-02-13,393650,10822
DF,2021-02-13,284301,4680
ES,2021-02-13,310175,6136
GO,2021-02-13,371169,7961
MA,2021-02-13,212720,4841
MG,2021-02-13,804063,16760
MS,2021-02-13,170522,3130
MT,2021-02-13,231550,5358
PA,2021-02-13,347963,7999
PB,2021-02-13,203943,4230
PE,2021-02-13,279637,10644
PI,2021-02-13,165857,3182
PR,2021-02-13,586944,10728
RJ,2021-02-13,554040,31383
RN,2021-02-13,149285,3412
RO,2021-02-13,135784,2484
RR,2021-02-13,77460,976
RS,2021-02-13,584024,11355
SC,2021-02-13,611299,6716
SE,2021-02-13,144493,2869
SP,2021-02-13,1911411,56191
TO,2021-02-13,107163,1455
TOTAL,2021-02-13,9815959,238680
AC,2021-02-14,53027,921
AL,2021-02-14,124295,2865
AM,2021-02-14,294954,9872
AP,2021-02-14,80528,1102
BA,2021-02-14,629849,10735
CE,2021-02-14,394906,10834
DF,2021-02-14,284838,4688
ES,2021-02-14,310763,6141
GO,2021-02-14,371545,7966
MA,2021-02-14,212874,4850
MG,2021-02-14,807247,16879
MS,2021-02-14,170917,3142
MT,2021-02-14,231762,5375
PA,2021-02-14,348448,8019
PB,2021-02-14,204584,4242
PE,2021-02-14,280528,10662
PI,2021-02-14,166098,3190
PR,2021-02-14,588088,10738
RJ,2021-02-14,554835,31487
RN,2021-02-14,158082,3435
RO,2021-02-14,136603,2509
RR,2021-02-14,77531,976
RS,2021-02-14,585346,11379
SC,2021-02-14,613164,6727
SE,2021-02-14,145029,2876
SP,2021-02-14,1913598,56266
TO,2021-02-14,107240,1457
TOTAL,2021-02-14,9846679,239333
AC,2021-02-15,53455,931
AL,2021-02-15,125044,2873
AM,2021-02-15,295879,9992
AP,2021-02-15,80663,1106
BA,2021-02-15,631645,10798
CE,2021-02-15,396495,10836
DF,2021-02-15,285576,4697
ES,2021-02-15,311278,6164
GO,2021-02-15,373530,8027
MA,2021-02-15,213087,4860
MG,2021-02-15,808693,16887
MS,2021-02-15,171828,3160
MT,2021-02-15,232818,5396
PA,2021-02-15,349671,8064
PB,2021-02-15,205579,4255
PE,2021-02-15,281331,10677
PI,2021-02-15,166589,3201
PR,2021-02-15,589494,10765
RJ,2021-02-15,555541,31512
RN,2021-02-15,158296,3438
RO,2021-02-15,137384,2533
RR,2021-02-15,77697,995
RS,2021-02-15,586315,11387
SC,2021-02-15,615441,6746
SE,2021-02-15,145677,2881
SP,2021-02-15,1915914,56304
TO,2021-02-15,107560,1458
TOTAL,2021-02-15,9872480,239943
AC,2021-02-16,53590,932
AL,2021-02-16,125676,2883
AM,2021-02-16,297687,10100
AP,2021-02-16,80940,1112
BA,2021-02-16,635494,10864
CE,2021-02-16,408555,10868
DF,2021-02-16,286137,4708
ES,2021-02-16,311685,6176
GO,2021-02-16,374495,8062
MA,2021-02-16,213478,4871
MG,2021-02-16,811742,16903
MS,2021-02-16,172402,3166
MT,2021-02-16,234173,5415
PA,2021-02-16,350338,8074
PB,2021-02-16,206397,4272
PE,2021-02-16,282913,10711
PI,2021-02-16,167102,3210
PR,2021-02-16,597494,10842
RJ,2021-02-16,563926,31630
RN,2021-02-16,158573,3446
RO,2021-02-16,138133,2561
RR,2021-02-16,78068,995
RS,2021-02-16,588212,11407
SC,2021-02-16,619198,6778
SE,2021-02-16,146094,2886
SP,2021-02-16,1927410,56702
TO,2021-02-16,107832,1461
TOTAL,2021-02-16,9937744,241035
AC,2021-02-17,53892,940
AL,2021-02-17,126326,2893
AM,2021-02-17,299495,10181
AP,2021-02-17,81211,1116
BA,2021-02-17,639227,10928
CE,2021-02-17,408555,10868
DF,2021-02-17,286720,4718
ES,2021-02-17,312614,6209
GO,2021-02-17,376313,8133
MA,2021-02-17,214058,4883
MG,2021-02-17,816901,17109
MS,2021-02-17,173235,3178
MT,2021-02-17,235874,5455
PA,2021-02-17,351472,8087
PB,2021-02-17,207411,4288
PE,2021-02-17,284840,10744
PI,2021-02-17,167624,3222
PR,2021-02-17,601554,10902
RJ,2021-02-17,564513,31701
RN,2021-02-17,158953,3459
RO,2021-02-17,139250,2586
RR,2021-02-17,78394,1024
RS,2021-02-17,590134,11479
SC,2021-02-17,622727,6804
SE,2021-02-17,146558,2893
SP,2021-02-17,1938712,56960
TO,2021-02-17,108397,1464
TOTAL,2021-02-17,9984960,242224
AC,2021-02-18,54130,948
AL,2021-02-18,126952,2903
AM,2021-02-18,301636,10286
AP,2021-02-18,81470,1120
BA,2021-02-18,643244,10995
CE,2021-02-18,408555,10896
DF,2021-02-18,287365,4728
ES,2021-02-18,313676,6234
GO,2021-02-18,378080,8203
MA,2021-02-18,214478,4895
MG,2021-02-18,822448,17249
MS,2021-02-18,174106,3186
MT,2021-02-18,237403,5484
PA,2021-02-18,353036,8163
PB,2021-02-18,208742,4306
PE,2021-02-18,287066,10780
PI,2021-02-18,168403,3232
PR,2021-02-18,604594,10992
RJ,2021-02-18,566928,31882
RN,2021-02-18,160250,3470
RO,2021-02-18,140205,2623
RR,2021-02-18,78822,1028
RS,2021-02-18,594259,11609
SC,2021-02-18,627386,6844
SE,2021-02-18,146837,2896
SP,2021-02-18,1949459,57240
TO,2021-02-18,108896,1470
TOTAL,2021-02-18,10038426,243662
AC,2021-02-19,54562,951
AL,2021-02-19,127341,2913
AM,2021-02-19,303586,10359
AP,2021-02-19,81689,1121
BA,2021-02-19,647384,11060
CE,2021-02-19,406973,10922
DF,2021-02-19,288229,4738
ES,2021-02-19,315310,6257
GO,2021-02-19,379911,8267
MA,2021-02-19,215223,4910
MG,2021-02-19,827437,17442
MS,2021-02-19,175113,3198
MT,2021-02-19,239687,5503
PA,2021-02-19,354587,8266
PB,2021-02-19,209933,4328
PE,2021-02-19,288424,10804
PI,2021-02-19,169186,3238
PR,2021-02-19,608226,11061
RJ,2021-02-19,569184,32045
RN,2021-02-19,160250,3472
RO,2021-02-19,141212,2667
RR,2021-02-19,79444,1037
RS,2021-02-19,598456,11666
SC,2021-02-19,631868,6891
SE,2021-02-19,147266,2901
SP,2021-02-19,1960564,57499
TO,2021-02-19,109518,1476
TOTAL,2021-02-19,10090563,244992
AC,2021-02-20,54743,957
AL,2021-02-20,127843,2923
AM,2021-02-20,305250,10409
AP,2021-02-20,81874,1121
BA,2021-02-20,651484,11128
CE,2021-02-20,408692,10944
DF,2021-02-20,288977,4747
ES,2021-02-20,316564,6264
GO,2021-02-20,380094,8278
MA,2021-02-20,215857,4924
MG,2021-02-20,837041,17594
MS,2021-02-20,175544,3204
MT,2021-02-20,240059,5524
PA,2021-02-20,355128,8278
PB,2021-02-20,211282,4344
PE,2021-02-20,289556,10839
PI,2021-02-20,169465,3242
PR,2021-02-20,612084,11120
RJ,2021-02-20,571434,32167
RN,2021-02-20,160671,3482
RO,2021-02-20,141709,2685
RR,2021-02-20,79606,1037
RS,2021-02-20,602668,11753
SC,2021-02-20,636445,6929
SE,2021-02-20,147599,2906
SP,2021-02-20,1971423,57743
TO,2021-02-20,109841,1481
TOTAL,2021-02-20,10142933,246023
AC,2021-02-21,54786,963
AL,2021-02-21,128192,2932
AM,2021-02-21,306003,10462
AP,2021-02-21,82018,1121
BA,2021-02-21,653335,11191
CE,2021-02-21,410907,10968
DF,2021-02-21,289820,4757
ES,2021-02-21,317739,6276
GO,2021-02-21,380286,8288
MA,2021-02-21,215942,4936
MG,2021-02-21,840315,17714
MS,2021-02-21,175973,3224
MT,2021-02-21,240371,5534
PA,2021-02-21,355745,8322
PB,2021-02-21,212286,4356
PE,2021-02-21,290500,10849
PI,2021-02-21,169722,3249
PR,2021-02-21,615066,11142
RJ,2021-02-21,572007,32173
RN,2021-02-21,161964,3520
RO,2021-02-21,142222,2690
RR,2021-02-21,79818,1037
RS,2021-02-21,604385,11771
SC,2021-02-21,638984,6961
SE,2021-02-21,148026,2909
SP,2021-02-21,1975927,57799
TO,2021-02-21,110077,1485
TOTAL,2021-02-21,10172416,246629
AC,2021-02-22,54969,968
AL,2021-02-22,128501,2940
AM,2021-02-22,307164,10522
AP,2021-02-22,82378,1125
BA,2021-02-22,655481,11254
CE,2021-02-22,411904,11008
DF,2021-02-22,290771,4766
ES,2021-02-22,318812,6298
GO,2021-02-22,383150,8331
MA,2021-02-22,216210,4949
MG,2021-02-22,842377,17733
MS,2021-02-22,177158,3241
MT,2021-02-22,241429,5560
PA,2021-02-22,357595,8353
PB,2021-02-22,213227,4379
PE,2021-02-22,291189,10863
PI,2021-02-22,170355,3260
PR,2021-02-22,617165,11156
RJ,2021-02-22,572866,32256
RN,2021-02-22,162499,3542
RO,2021-02-22,143085,2721
RR,2021-02-22,80097,1061
RS,2021-02-22,606414,11820
SC,2021-02-22,641840,6988
SE,2021-02-22,148372,2914
SP,2021-02-22,1978477,57842
TO,2021-02-22,110761,1490
TOTAL,2021-02-22,10204246,247340
AC,2021-02-23,55591,974
AL,2021-02-23,129046,2949
AM,2021-02-23,309311,10573
AP,2021-02-23,82606,1127
BA,2021-02-23,660506,11320
CE,2021-02-23,414492,11072
DF,2021-02-23,291353,4775
ES,2021-02-23,320183,6323
GO,2021-02-23,385847,8383
MA,2021-02-23,216647,4962
MG,2021-02-23,847763,17774
MS,2021-02-23,178250,3246
MT,2021-02-23,243172,5602
PA,2021-02-23,359289,8383
PB,2021-02-23,214207,4404
PE,2021-02-23,292913,10887
PI,2021-02-23,171032,3274
PR,2021-02-23,623440,11293
RJ,2021-02-23,573275,32403
RN,2021-02-23,163472,3563
RO,2021-02-23,144184,2745
RR,2021-02-23,80472,1074
RS,2021-02-23,612191,11932
SC,2021-02-23,648017,7044
SE,2021-02-23,148627,2921
SP,2021-02-23,1990554,58199
TO,2021-02-23,111370,1496
TOTAL,2021-02-23,10267810,248698
AC,2021-02-24,55881,975
AL,2021-02-24,129445,2959
AM,2021-02-24,310919,10642
AP,2021-02-24,82868,1131
BA,2021-02-24,664904,11388
CE,2021-02-24,416790,11104
DF,2021-02-24,292714,4791
ES,2021-02-24,321630,6340
GO,2021-02-24,388554,8431
MA,2021-02-24,217302,4977
MG,2021-02-24,853459,17974
MS,2021-02-24,179144,3270
MT,2021-02-24,245022,5624
PA,2021-02-24,360629,8435
PB,2021-02-24,215527,4420
PE,2021-02-24,294479,10911
PI,2021-02-24,171668,3289
PR,2021-02-24,627907,11358
RJ,2021-02-24,577183,32574
RN,2021-02-24,164761,3577
RO,2021-02-24,145427,2787
RR,2021-02-24,80923,1083
RS,2021-02-24,619385,12029
SC,2021-02-24,652895,7114
SE,2021-02-24,149077,2930
SP,2021-02-24,2002640,58528
TO,2021-02-24,112054,1503
TOTAL,2021-02-24,10333187,250144
AC,2021-02-25,56257,982
AL,2021-02-25,129917,2969
AM,2021-02-25,312339,10728
AP,2021-02-25,83062,1135
BA,2021-02-25,669821,11488
CE,2021-02-25,420369,11184
DF,2021-02-25,293782,4805
ES,2021-02-25,323043,6362
GO,2021-02-25,391196,8452
MA,2021-02-25,218156,4994
MG,2021-02-25,862502,18135
MS,2021-02-25,180058,3293
MT,2021-02-25,246993,5655
PA,2021-02-25,362488,8519
PB,2021-02-25,217121,4433
PE,2021-02-25,295681,10926
PI,2021-02-25,172525,3305
PR,2021-02-25,633553,11467
RJ,2021-02-25,579118,32771
RN,2021-02-25,166305,3587
RO,2021-02-25,146426,2801
RR,2021-02-25,81281,1092
RS,2021-02-25,624831,12149
SC,2021-02-25,657649,7165
SE,2021-02-25,149637,2940
SP,2021-02-25,2014529,58873
TO,2021-02-25,112823,1509
TOTAL,2021-02-25,10401462,251719
AC,2021-02-26,56731,986
AL,2021-02-26,130586,2982
AM,2021-02-26,313911,10784
AP,2021-02-26,83279,1136
BA,2021-02-26,674384,11625
CE,2021-02-26,422782,11259
DF,2021-02-26,294911,4819
ES,2021-02-26,324226,6388
GO,2021-02-26,395386,8500
MA,2021-02-26,218435,5012
MG,2021-02-26,869230,18276
MS,2021-02-26,180986,3306
MT,2021-02-26,248507,5677
PA,2021-02-26,363916,8577
PB,2021-02-26,218307,4451
PE,2021-02-26,297404,10945
PI,2021-02-26,173290,3326
PR,2021-02-26,638096,11539
RJ,2021-02-26,579542,32909
RN,2021-02-26,166305,3587
RO,2021-02-26,147377,2817
RR,2021-02-26,81776,1100
RS,2021-02-26,632019,12226
SC,2021-02-26,663699,7242
SE,2021-02-26,150042,2947
SP,2021-02-26,2026125,59129
TO,2021-02-26,113594,1517
TOTAL,2021-02-26,10464846,253062
AC,2021-02-27,57337,996
AL,2021-02-27,131069,2992
AM,2021-02-27,315599,10831
AP,2021-02-27,83505,1139
BA,2021-02-27,680904,11729
CE,2021-02-27,424599,11280
DF,2021-02-27,295615,4831
ES,2021-02-27,325315,6397
GO,2021-02-27,395714,8517
MA,2021-02-27,219233,5032
MG,2021-02-27,874884,18431
MS,2021-02-27,181528,3319
MT,2021-02-27,249059,5694
PA,2021-02-27,364643,8591
PB,2021-02-27,219723,4471
PE,2021-02-27,298859,10974
PI,2021-02-27,173691,3335
PR,2021-02-27,643344,11635
RJ,2021-02-27,582164,33035
RN,2021-02-27,166895,3587
RO,2021-02-27,147999,2832
RR,2021-02-27,82049,1100
RS,2021-02-27,638996,12343
SC,2021-02-27,668811,7314
SE,2021-02-27,150533,2955
SP,2021-02-27,2037267,59428
TO,2021-02-27,113924,1526
TOTAL,2021-02-27,10523259,254314
AC,2021-02-28,57534,998
AL,2021-02-28,131749,3002
AM,2021-02-28,316088,10860
AP,2021-02-28,83663,1140
BA,2021-02-28,684037,11819
CE,2021-02-28,426511,11288
DF,2021-02-28,296694,4838
ES,2021-02-28,326305,6406
GO,2021-02-28,395916,8520
MA,2021-02-28,219307,5052
MG,2021-02-28,878705,18565
MS,2021-02-28,181981,3330
MT,2021-02-28,249418,5713
PA,2021-02-28,365411,8643
PB,2021-02-28,221115,4496
PE,2021-02-28,299475,10996
PI,2021-02-28,174008,3352
PR,2021-02-28,647032,11669
RJ,2021-02-28,583044,33080
RN,2021-02-28,168696,3633
RO,2021-02-28,148772,2850
RR,2021-02-28,82126,1100
RS,2021-02-28,640924,12392
SC,2021-02-28,670603,7358
SE,2021-02-28,151411,2961
SP,2021-02-28,2041628,59493
TO,2021-02-28,114467,1532
TOTAL,2021-02-28,10556620,255086
AC,2021-03-01,57894,1012
AL,2021-03-01,132248,3013
AM,2021-03-01,316668,10938
AP,2021-03-01,83885,1142
BA,2021-03-01,686057,11914
CE,2021-03-01,428314,11333
DF,2021-03-01,298836,4865
ES,2021-03-01,327515,6432
GO,2021-03-01,398652,8545
MA,2021-03-01,219632,5074
MG,2021-03-01,883105,18598
MS,2021-03-01,183105,3350
MT,2021-03-01,251044,5737
PA,2021-03-01,366613,8675
PB,2021-03-01,222259,4526
PE,2021-03-01,300104,11007
PI,2021-03-01,174546,3365
PR,2021-03-01,650236,11686
RJ,2021-03-01,583795,33093
RN,2021-03-01,169462,3661
RO,2021-03-01,149513,2870
RR,2021-03-01,82217,1114
RS,2021-03-01,643672,12470
SC,2021-03-01,675577,7438
SE,2021-03-01,152003,2969
SP,2021-03-01,2044699,59546
TO,2021-03-01,115341,1539
TOTAL,2021-03-01,10596992,255912
AC,2021-03-02,58081,1020
AL,2021-03-02,132704,3025
AM,2021-03-02,318244,11012
AP,2021-03-02,84177,1144
BA,2021-03-02,689454,12028
CE,2021-03-02,430184,11348
DF,2021-03-02,299399,4887
ES,2021-03-02,328601,6457
GO,2021-03-02,402554,8678
MA,2021-03-02,220453,5095
MG,2021-03-02,887080,18645
MS,2021-03-02,184117,3374
MT,2021-03-02,252288,5769
PA,2021-03-02,368310,8709
PB,2021-03-02,223169,4558
PE,2021-03-02,301434,11030
PI,2021-03-02,175550,3387
PR,2021-03-02,656410,11866
RJ,2021-03-02,585620,33176
RN,2021-03-02,170706,3675
RO,2021-03-02,151188,2916
RR,2021-03-02,82612,1117
RS,2021-03-02,649678,12654
SC,2021-03-02,681391,7524
SE,2021-03-02,152367,2976
SP,2021-03-02,2054867,60014
TO,2021-03-02,116038,1549
TOTAL,2021-03-02,10656676,257633
AC,2021-03-03,58506,1030
AL,2021-03-03,133223,3037
AM,2021-03-03,318948,11087
AP,2021-03-03,84483,1146
BA,2021-03-03,694783,12140
CE,2021-03-03,434154,11432
DF,2021-03-03,300919,4900
ES,2021-03-03,329643,6476
GO,2021-03-03,406579,8713
MA,2021-03-03,221032,5127
MG,2021-03-03,893645,18872
MS,2021-03-03,185112,3393
MT,2021-03-03,254211,5807
PA,2021-03-03,369880,8757
PB,2021-03-03,224287,4588
PE,2021-03-03,303047,11068
PI,2021-03-03,176349,3402
PR,2021-03-03,661109,11982
RJ,2021-03-03,587800,33362
RN,2021-03-03,171576,3700
RO,2021-03-03,152563,2944
RR,2021-03-03,83097,1143
RS,2021-03-03,657509,12833
SC,2021-03-03,688600,7618
SE,2021-03-03,152986,2984
